Titulo,Autor,Genero,Descripcion
Juro combatirte,['Raúl Garbantes'],"['Intriga', 'Novela', 'Policíaco']","Cinco años han transcurrido desde la última gran batalla de la agente especial Ainara Pons por su supervivencia. Hace dos años que dejó todo atrás. Ahora es una agente de Seguridad Nacional y vive en Washington D. C. junto a su pareja, Danny Reed. Su jefa y quien la llevó a trabajar para la agencia, Leonore O’Sullivan, le hará una importante confesión en la noche de su cumpleaños que la obligará a formar parte de una peligrosa organización que amenaza con tomar el control del país y de su vida. Ainara se verá acorralada y vigilada hasta la asfixia mientras debe cumplir órdenes y dirigir todo un Departamento, totalmente sola. ¿Podrá Ainara revertir la terrible situación y descubrir a los responsables antes que sea demasiado tarde?"
Una de azúcar y otra de sal,['Susan Wiggs'],"['Novela', 'Romántico']","Jerome «Sugar» Barnes aprendió el arte de hornear en la panadería de su madre, también llamada Sugar, en la histórica Perdita Street de San Francisco. Suministra productos a la librería del otro lado de la calle.Cuando se marcha el inquilino con el que comparte su cocina profesional, se muda una recién llegada: Margot Salton, una experta en barbacoas de Texas.Margot no está huyendo, pero necesita un nuevo comienzo. Ha cuidado de sí misma toda su vida, esforzándose al máximo por superar traumas y obstáculos, y su sueño siempre ha sido abrir un restaurante en algún lugar muy muy lejos de Texas. La cocina compartida con la panadería de Jerome Sugar es la combinación perfecta: un equipamiento de última generación y un vecindario vibrante y popular, con turistas y lugareños.Margot se encariña enseguida con la abuela de Jerome, la vivaz y obstinada Ida, que demuestra ser una buena mentora. Y, a pesar de que Jerome y ella tienen orígenes muy diferentes, sienten una atracción intensa, aunque a Jerome le preocupa que ella se marche cuando haya encontrado algo de paz y estabilidad. Pero justo cuando Margot comienza a relajarse en un futuro nuevo y feliz, su pasado en Texas regresa para perseguirla…"
Las heridas de la magia,['Raquel Brune'],"['Aventuras', 'Fantástico', 'Juvenil', 'Novela']","«Una magia obligada a servir a personas crueles es una magia herida. Y yo solo pretendo sanarla». Judith Vega ha vencido a la Muerte dos veces y está a un solo paso de conquistar sus dones. Si lo logra, el mundo de los nigromantes cambiará para siempre. Para impedirlo, Elías deberá seguir las pistas en sus sueños, que le muestran el misterioso pasado de una mujer parisina, sin sospechar que sus mayores temores podrían hacerse realidad en la ciudad de la luz.En Londres, Sofía intenta tener unas Navidades normales tras lo sucedido en Delfos. Sin embargo, pronto descubre que ella y el hada Beathan podrían ser los únicos capaces de salvar a sus amigos del terrible enemigo que los acecha. El miedo y la esperanza de reescribir el destino serán la clave para llegar al final de un camino marcado por la pérdida y repleto de sombras."
En el corazón de Jane,['Helena Tur Planells'],"['Histórico', 'Novela', 'Romántico']","¿Se puede escribir sobre el amor si no se conoce?Antes de convertirse en una autora universal, Jane Austen fue una muchacha que vivió la amistad y el amor. Por fin llega una novela exquisita sobre los años de juventud de la novelista más leída de todos los tiempos.Una Jane Austen de dieciséis años vuelve a la Abadía de Reading, donde estudió, para dirigir una obra teatral. Mientras busca inspiración para sus textos, vive toda clase de malentendidos amorosos en torno a bailes de salón, cartas apasionadas, embrollos entre pretendientes, líos familiares y relaciones imposibles. La joven Jane se enfrentará a un mundo que le exige un rol social que choca con su amor por la literatura. Manejándose en una sociedad estructurada en torno al matrimonio, esos meses en Reading forjarán su carácter como mujer y como escritora y la inspirarán para escribir su primer gran libro: «Sentido y sensibilidad».Helena Tur ha escrito una ficción deliciosa y documentada al detalle sobre cómo, antes de convertirse en una autora universal, Jane fue una muchacha que vivió la amistad y el amor. De la ambientación al estilo, todo en esta novela recuerda a las obras de Austen y atrapará tanto a fans como a lectores que solo buscan una historia de época excelentemente escrita."
Tres grandes robles junto a los avellanos,"['Goretti Irisarri', 'Jose Gil Romero']","['Relato', 'Terror']",Mediados del siglo XIX. Un bosque en la Rusia prerevolucionaria. Un hombre. Una mujer. Un rastro. Un lobo. Un monstruo.
Un universo gravitacional,"['Ángel Gómez Roldán', 'Mónica G. Salomone']","['Ciencias naturales', 'Divulgación']","Desde el espacio-tiempo descrito por Einstein hasta la detección de ondas gravitacionales, en poco más de un siglo hemos asistido a una incesante sucesión de descubrimientos astronómicos. Como resultado de todos ellos, nuestra comprensión sobre el origen, la evolución y la estructura del universo en que vivimos ha cambiado radicalmente.A pesar de la diversidad de esos fenómenos, todos ellos comparten una misma protagonista, un ingrediente que contribuye de forma decisiva a moldear el cosmos tal y como lo conocemos. Nos referimos a la fuerza de gravedad."
Comí,['Martín Caparrós'],"['Ensayo', 'Filosofía', 'Novela', 'Otros']","«Y tomé el librito de la mano del ángel y lo comí y fue dulce en mi boca; después, ya comido, fue amargo en mi vientre», escribió Juan en sus Revelaciones. Este libro, Comí, parece escrito bajo dicha consigna. Un hombre va a ser operado. Para serlo, debe vaciar todo resto de comida de sus intestinos, su estómago, su vida. El hombre tiene tres días para deshacerse de todo lo que comió y deshacerse de sí mismo y deshacerse. En esos tres días el hombre recorre, a través de sus comidas, su vida. El hombre, a veces, se parece mucho a Martín Caparrós; a veces no. Misterioso y explícito, hedonista y paranoico, celebratorio y llorón, Comí es un libro extraño: mezcla de novela, memoria, ensayo, basurero, es el relato de una caída y es, sobre todo, una reflexión brutal, violenta sobre la comida y el lugar que ocupa en nuestras vidas, sobre los cuerpos y el lugar que ocupan; sobre la medicina y el lugar que ocupa: todos nosotros. Y es, también, con su prosa elegante y maloliente, una forma extrema de «literatura del yo»: una donde toda certeza es una duda, donde la verdad de la ficción puede hacer daño, donde la palabra literatura es mucho más importante que la palabra yo. Una nueva y singular entrega de Martín Caparrós, uno de los escritores indispensables en lengua española de nuestro tiempo. "
Hombres que caminan solos,['Jose Ignacio Carnero'],"['Novela', 'Otros']","Si es cierto que las historias nos salvan, esta es la historia de alguien que se salvó contándola. Es el relato de una depresión, de un vacío repentino en la vida de un hombre que bajo la mirada del autor se convierte en un trasfondo luminoso para hablar de lo importante, de todo aquello que se siente y no se dice.Este viaje al fondo de una enfermedad que aún se nombra en voz baja nos habla de un padre, de un hijo y de todos los que les rodean. Nos habla de un enamoramiento transatlántico, de una misteriosa mujer que calla su dolor, de madrugadas en Buenos Aires y días circulando por carreteras secundarias españolas, de un funeral desértico en Cádiz o de un vuelo alucinógeno desde la selva amazónica hasta los altos hornos de Vizcaya. Nos habla de la madre fallecida que nunca se ha ido y del padre que siempre está ahí, de lo frágil de la masculinidad, de sus trampas y sus máscaras."
El asesino,['Evelyn Anthony'],"['Intriga', 'Novela']","El asesino es un relato espléndido. Vivo, impresionante y dramático, es la crónica puntual de un atentado que se gesta en las altas esferas, una conjura diabólica cuya acción apasionante empieza a desarrollarse en el Cercano Oriente y continúa luego en Nueva York, pero los escenarios de la acción se alternan y suceden a un ritmo veloz, cinematográfico: barrios en los que reina la pobreza, ambientes de lujo y poderío, suburbios en los que el hampa se codea con el vicio y elude las fuerzas del orden, moradas en las que la meditación espiritual se afana ante problemas materiales… y sobre todo personajes de la más diversa condición y carácter, hombres y mujeres, humildes y poderosos, presos en las implacables redes de esta dramática trama. El crimen acecha y nadie sabe dónde, el amor impone su poder y su fuerza y la muerte juega con unos y con otros."
Sublime obsesión,['Lloyd C. Douglas'],"['Drama', 'Intriga', 'Novela']","El filántropo Dr. Hudson fallece ahogado cerca de su propio hospital. La bombona de oxígeno que pudiera haberle salvado ha sido utilizado con el joven Robert Merrick, un frívolo heredero. Este siente el rechazo de los demás por este hecho, y en especial, por la viuda del fallecido, Helen, de la que se ha enamorado.En 1954 fue adaptada al cine y dirigida por Douglas Sirk, con actuación de Jane Wyman, Rock Hudson, Barbara Rush y Agnes Moorehead."
Cuento y novela corta en España: la Edad Media,['Varios Autores'],"['Ciencias sociales', 'Divulgación', 'Ensayo']","En el marco de los seis volúmenes de la antología crítica «Cuento y novela corta en España», la primera entrega tiene una importancia especial, porque la Edad Media es la edad de oro de las formas narrativas breves: es entonces cuando se producen los grandes transvases culturales que aportan una parte fundamental de los temas y los recursos del cuento europeo, y entonces también cuando los distintos tipos de esa modalidad esencial del relato tienen un papel literario más prominente como género exento y como elemento de otros géneros. Mª. J. Lacarra.sin duda la máxima conocedora de la materia, recorre aquí las grandes avenidas de la cuentística medieval, desde las tradiciones orientales y folclóricas hasta el «exemplum» de la predicación y las primeras adaptaciones de la «novella» italiana, editando y comentando detenidamente un centenar de textos de la más variada procedencia y a menudo tan valiosos como poco conocidos. El prólogo general a la antología, firmado por Maxime Chevalier, deslinda con precisión los conceptos de cuento y novela corta, y caracteriza magistralmente las cambiantes apariencias y el ámbito de influencia que a la narración breve corresponden en cada período de la literatura española."
"Recuerdos de Sócrates, Económico, Banquete, Apología de Sócrates",['Jenofonte'],"['Crónica', 'Ensayo', 'Filosofía', 'Historia']","Componen este volumen varias obras breves de Jenofonte. En tres de ellas, Recuerdos de Sócrates, Banquete y Apología de Sócrates, el autor evoca la honda influencia que sobre él ejerciera el filósofo. En la primera describe su carácter y algunas de sus ideas sobre educación, el bien y la belleza, y compone conversaciones entre el maestro y varios personajes (entre ellos el propio Jenofonte), al tiempo que le defiende de las acusaciones por las que fue condenado a muerte (impiedad y corrupción de jóvenes), todo ello con una indisimulada admiración cuyo contenido, sin embargo, difiere en más de un punto del retrato compuesto por Platón. El Banquete consiste en un simposio imaginario, entre cuyos participantes se encuentra Sócrates (quien pronuncia un discurso sobre la superioridad del amor espiritual sobre el carnal); casi todos los asistentes son personajes históricos atestiguados, por lo que la narración nos proporciona una imagen de las conversaciones que se producirían en un banquete ateniense, con una culta combinación de humor y seriedad, en un encuentro menos filosófico que el platónico (hay músicos, bailarines acrobáticos y un mimo). Apología de Sócrates, que lleva el mismo título que el diálogo platónico, recrea la defensa del maestro en el juicio que acabaría conduciendo a su condena a muerte, al que Jenofonte no pudo asistir por encontrarse en la campaña de Persia que describe en la Anábasis (en esta misma colección); las motivaciones de Sócrates son aquí distintas de las que aduce Platón: no tan elevadas y más ligadas a la ancianidad, y expresadas con tono altanero. Por último, Económico es un tratado sobre la administración de una casa, en forma de diálogo entre Sócrates y Cristobulo. En él se tratan asuntos de horticultura (el cuidado del agro es placentero, provechoso y bueno para el físico, enseña justicia y generosidad) y de jardinería, la función de la esposa en el matrimonio y en la hacienda y otras cuestiones que interesaban a Jenofonte acerca del gobierno doméstico. En conjunto, Jenofonte nos ofrece un Sócrates menos filósofo que el de Platón: se limita a dar buenos consejos prácticos y es un ejemplo inspirador de conducta personal."
